x,y
5094.0000000000,0.0370458322
5093.5000000000,0.0373554157
5093.0000000000,0.0367364371
5092.5000000000,0.0361697009
5092.0000000000,0.0366333471
5091.5000000000,0.0364272299
5091.0000000000,0.0366333471
5090.5000000000,0.0365302781
5090.0000000000,0.0361697009
5089.5000000000,0.0365818100
5089.0000000000,0.0367879899
5088.5000000000,0.0363757137
5088.0000000000,0.0364272299
5087.5000000000,0.0362726968
5087.0000000000,0.0363757137
5086.5000000000,0.0363242027
5086.0000000000,0.0362726968
5085.5000000000,0.0363242027
5085.0000000000,0.0365302781
5084.5000000000,0.0361697009
5084.0000000000,0.0366848895
5083.5000000000,0.0362726968
5083.0000000000,0.0364787514
5082.5000000000,0.0364787514
5082.0000000000,0.0365818100
5081.5000000000,0.0363757137
5081.0000000000,0.0362211962
5080.5000000000,0.0359637714
5080.0000000000,0.0361697009
5079.5000000000,0.0360667257
5079.0000000000,0.0363242027
5078.5000000000,0.0360667257
5078.0000000000,0.0364787514
5077.5000000000,0.0360152460
5077.0000000000,0.0361697009
5076.5000000000,0.0361182107
5076.0000000000,0.0358093791
5075.5000000000,0.0367364371
5075.0000000000,0.0365302781
5074.5000000000,0.0358608380
5074.0000000000,0.0360152460
5073.5000000000,0.0362726968
5073.0000000000,0.0361697009
5072.5000000000,0.0367364371
5072.0000000000,0.0361182107
5071.5000000000,0.0362211962
5071.0000000000,0.0362726968
5070.5000000000,0.0360152460
5070.0000000000,0.0361697009
5069.5000000000,0.0360667257
5069.0000000000,0.0360667257
5068.5000000000,0.0364787514
5068.0000000000,0.0365302781
5067.5000000000,0.0363242027
5067.0000000000,0.0360667257
5066.5000000000,0.0361697009
5066.0000000000,0.0362211962
5065.5000000000,0.0361182107
5065.0000000000,0.0362211962
5064.5000000000,0.0361182107
5064.0000000000,0.0361182107
5063.5000000000,0.0363757137
5063.0000000000,0.0363757137
5062.5000000000,0.0360667257
5062.0000000000,0.0360152460
5061.5000000000,0.0364787514
5061.0000000000,0.0364787514
5060.5000000000,0.0363242027
5060.0000000000,0.0365818100
5059.5000000000,0.0364787514
5059.0000000000,0.0363757137
5058.5000000000,0.0361182107
5058.0000000000,0.0369426796
5057.5000000000,0.0365302781
5057.0000000000,0.0365302781
5056.5000000000,0.0365302781
5056.0000000000,0.0361182107
5055.5000000000,0.0361697009
5055.0000000000,0.0359637714
5054.5000000000,0.0362211962
5054.0000000000,0.0364272299
5053.5000000000,0.0361697009
5053.0000000000,0.0364272299
5052.5000000000,0.0358093791
5052.0000000000,0.0363242027
5051.5000000000,0.0365818100
5051.0000000000,0.0363757137
5050.5000000000,0.0359637714
5050.0000000000,0.0363757137
5049.5000000000,0.0361182107
5049.0000000000,0.0359637714
5048.5000000000,0.0361182107
5048.0000000000,0.0362211962
5047.5000000000,0.0358608380
5047.0000000000,0.0364272299
5046.5000000000,0.0358608380
5046.0000000000,0.0365302781
5045.5000000000,0.0364787514
5045.0000000000,0.0367879899
5044.5000000000,0.0363757137
5044.0000000000,0.0358093791
5043.5000000000,0.0357579253
5043.0000000000,0.0364272299
5042.5000000000,0.0360667257
5042.0000000000,0.0362211962
5041.5000000000,0.0361182107
5041.0000000000,0.0364272299
5040.5000000000,0.0362726968
5040.0000000000,0.0363242027
5039.5000000000,0.0362726968
5039.0000000000,0.0360667257
5038.5000000000,0.0363757137
5038.0000000000,0.0357064768
5037.5000000000,0.0358608380
5037.0000000000,0.0358608380
5036.5000000000,0.0365818100
5036.0000000000,0.0363757137
5035.5000000000,0.0362211962
5035.0000000000,0.0361697009
5034.5000000000,0.0363757137
5034.0000000000,0.0364272299
5033.5000000000,0.0361697009
5033.0000000000,0.0358093791
5032.5000000000,0.0359637714
5032.0000000000,0.0365302781
5031.5000000000,0.0361182107
5031.0000000000,0.0361182107
5030.5000000000,0.0362211962
5030.0000000000,0.0363757137
5029.5000000000,0.0366333471
5029.0000000000,0.0366333471
5028.5000000000,0.0361182107
5028.0000000000,0.0363757137
5027.5000000000,0.0362211962
5027.0000000000,0.0356550335
5026.5000000000,0.0356550335
5026.0000000000,0.0361697009
5025.5000000000,0.0363757137
5025.0000000000,0.0368911111
5024.5000000000,0.0363757137
5024.0000000000,0.0361697009
5023.5000000000,0.0360152460
5023.0000000000,0.0358608380
5022.5000000000,0.0362726968
5022.0000000000,0.0360152460
5021.5000000000,0.0361182107
5021.0000000000,0.0359637714
5020.5000000000,0.0364272299
5020.0000000000,0.0368395479
5019.5000000000,0.0362726968
5019.0000000000,0.0363757137
5018.5000000000,0.0361182107
5018.0000000000,0.0363757137
5017.5000000000,0.0364272299
5017.0000000000,0.0362726968
5016.5000000000,0.0363757137
5016.0000000000,0.0361182107
5015.5000000000,0.0360152460
5015.0000000000,0.0361182107
5014.5000000000,0.0361697009
5014.0000000000,0.0358608380
5013.5000000000,0.0362211962
5013.0000000000,0.0361182107
5012.5000000000,0.0362726968
5012.0000000000,0.0365302781
5011.5000000000,0.0362211962
5011.0000000000,0.0358093791
5010.5000000000,0.0361697009
5010.0000000000,0.0363757137
5009.5000000000,0.0366333471
5009.0000000000,0.0360152460
5008.5000000000,0.0359637714
5008.0000000000,0.0360667257
5007.5000000000,0.0361182107
5007.0000000000,0.0356035954
5006.5000000000,0.0359123021
5006.0000000000,0.0359123021
5005.5000000000,0.0357064768
5005.0000000000,0.0361697009
5004.5000000000,0.0363242027
5004.0000000000,0.0362726968
5003.5000000000,0.0364787514
5003.0000000000,0.0360152460
5002.5000000000,0.0363242027
5002.0000000000,0.0366848895
5001.5000000000,0.0360667257
5001.0000000000,0.0357064768
5000.5000000000,0.0360667257
5000.0000000000,0.0354493123
4999.5000000000,0.0353978950
4999.0000000000,0.0361697009
4998.5000000000,0.0362211962
4998.0000000000,0.0363242027
4997.5000000000,0.0360152460
4997.0000000000,0.0358093791
4996.5000000000,0.0362726968
4996.0000000000,0.0360667257
4995.5000000000,0.0360152460
4995.0000000000,0.0361697009
4994.5000000000,0.0356550335
4994.0000000000,0.0357064768
4993.5000000000,0.0359637714
4993.0000000000,0.0359123021
4992.5000000000,0.0357064768
4992.0000000000,0.0359637714
4991.5000000000,0.0364787514
4991.0000000000,0.0362211962
4990.5000000000,0.0361697009
4990.0000000000,0.0361697009
4989.5000000000,0.0358093791
4989.0000000000,0.0359637714
4988.5000000000,0.0358093791
4988.0000000000,0.0355007348
4987.5000000000,0.0357064768
4987.0000000000,0.0359123021
4986.5000000000,0.0360667257
4986.0000000000,0.0359637714
4985.5000000000,0.0359637714
4985.0000000000,0.0357579253
4984.5000000000,0.0358093791
4984.0000000000,0.0355521625
4983.5000000000,0.0359637714
4983.0000000000,0.0361182107
4982.5000000000,0.0357064768
4982.0000000000,0.0361697009
4981.5000000000,0.0361697009
4981.0000000000,0.0357579253
4980.5000000000,0.0355521625
4980.0000000000,0.0358093791
4979.5000000000,0.0355007348
4979.0000000000,0.0359637714
4978.5000000000,0.0359637714
4978.0000000000,0.0357579253
4977.5000000000,0.0356550335
4977.0000000000,0.0359123021
4976.5000000000,0.0360667257
4976.0000000000,0.0362211962
4975.5000000000,0.0359123021
4975.0000000000,0.0355521625
4974.5000000000,0.0353978950
4974.0000000000,0.0357579253
4973.5000000000,0.0359123021
4973.0000000000,0.0355007348
4972.5000000000,0.0359123021
4972.0000000000,0.0355521625
4971.5000000000,0.0360152460
4971.0000000000,0.0355007348
4970.5000000000,0.0356550335
4970.0000000000,0.0355007348
4969.5000000000,0.0358093791
4969.0000000000,0.0355007348
4968.5000000000,0.0360667257
4968.0000000000,0.0357064768
4967.5000000000,0.0355007348
4967.0000000000,0.0356035954
4966.5000000000,0.0353464829
4966.0000000000,0.0359123021
4965.5000000000,0.0357064768
4965.0000000000,0.0353978950
4964.5000000000,0.0356550335
4964.0000000000,0.0353978950
4963.5000000000,0.0357064768
4963.0000000000,0.0355521625
4962.5000000000,0.0360152460
4962.0000000000,0.0362726968
4961.5000000000,0.0359637714
4961.0000000000,0.0355521625
4960.5000000000,0.0358608380
4960.0000000000,0.0357579253
4959.5000000000,0.0353978950
4959.0000000000,0.0359123021
4958.5000000000,0.0352950760
4958.0000000000,0.0356035954
4957.5000000000,0.0357064768
4957.0000000000,0.0354493123
4956.5000000000,0.0356035954
4956.0000000000,0.0357579253
4955.5000000000,0.0355521625
4955.0000000000,0.0351408864
4954.5000000000,0.0359123021
4954.0000000000,0.0361182107
4953.5000000000,0.0356550335
4953.0000000000,0.0351922778
4952.5000000000,0.0351922778
4952.0000000000,0.0356550335
4951.5000000000,0.0358608380
4951.0000000000,0.0358093791
4950.5000000000,0.0356035954
4950.0000000000,0.0359123021
4949.5000000000,0.0359637714
4949.0000000000,0.0352950760
4948.5000000000,0.0355007348
4948.0000000000,0.0358093791
4947.5000000000,0.0353978950
4947.0000000000,0.0354493123
4946.5000000000,0.0358093791
4946.0000000000,0.0356035954
4945.5000000000,0.0355521625
4945.0000000000,0.0353464829
4944.5000000000,0.0359123021
4944.0000000000,0.0355521625
4943.5000000000,0.0353978950
4943.0000000000,0.0352436743
4942.5000000000,0.0357064768
4942.0000000000,0.0351408864
4941.5000000000,0.0354493123
4941.0000000000,0.0355521625
4940.5000000000,0.0352436743
4940.0000000000,0.0357579253
4939.5000000000,0.0356550335
4939.0000000000,0.0353978950
4938.5000000000,0.0355007348
4938.0000000000,0.0358093791
4937.5000000000,0.0357064768
4937.0000000000,0.0351922778
4936.5000000000,0.0354493123
4936.0000000000,0.0353978950
4935.5000000000,0.0355007348
4935.0000000000,0.0357064768
4934.5000000000,0.0354493123
4934.0000000000,0.0353978950
4933.5000000000,0.0355521625
4933.0000000000,0.0350381194
4932.5000000000,0.0350895003
4932.0000000000,0.0353978950
4931.5000000000,0.0355007348
4931.0000000000,0.0356035954
4930.5000000000,0.0356035954
4930.0000000000,0.0358608380
4929.5000000000,0.0353464829
4929.0000000000,0.0351922778
4928.5000000000,0.0354493123
4928.0000000000,0.0356035954
4927.5000000000,0.0353978950
4927.0000000000,0.0351408864
4926.5000000000,0.0356035954
4926.0000000000,0.0350381194
4925.5000000000,0.0355007348
4925.0000000000,0.0355521625
4924.5000000000,0.0353978950
4924.0000000000,0.0353464829
4923.5000000000,0.0351922778
4923.0000000000,0.0358093791
4922.5000000000,0.0357064768
4922.0000000000,0.0354493123
4921.5000000000,0.0351922778
4921.0000000000,0.0350895003
4920.5000000000,0.0355521625
4920.0000000000,0.0352950760
4919.5000000000,0.0356035954
4919.0000000000,0.0356550335
4918.5000000000,0.0356550335
4918.0000000000,0.0353464829
4917.5000000000,0.0350895003
4917.0000000000,0.0351408864
4916.5000000000,0.0351408864
4916.0000000000,0.0355521625
4915.5000000000,0.0355521625
4915.0000000000,0.0352436743
4914.5000000000,0.0355007348
4914.0000000000,0.0357064768
4913.5000000000,0.0356550335
4913.0000000000,0.0353464829
4912.5000000000,0.0348840077
4912.0000000000,0.0352436743
4911.5000000000,0.0356035954
4911.0000000000,0.0352436743
4910.5000000000,0.0353978950
4910.0000000000,0.0350895003
4909.5000000000,0.0354493123
4909.0000000000,0.0352436743
4908.5000000000,0.0352436743
4908.0000000000,0.0352436743
4907.5000000000,0.0355007348
4907.0000000000,0.0352950760
4906.5000000000,0.0351408864
4906.0000000000,0.0355521625
4905.5000000000,0.0350381194
4905.0000000000,0.0349867436
4904.5000000000,0.0359637714
4904.0000000000,0.0355521625
4903.5000000000,0.0353464829
4903.0000000000,0.0349867436
4902.5000000000,0.0347812924
4902.0000000000,0.0348840077
4901.5000000000,0.0355521625
4901.0000000000,0.0353464829
4900.5000000000,0.0352950760
4900.0000000000,0.0348840077
4899.5000000000,0.0350895003
4899.0000000000,0.0352436743
4898.5000000000,0.0355521625
4898.0000000000,0.0352950760
4897.5000000000,0.0351408864
4897.0000000000,0.0352950760
4896.5000000000,0.0350895003
4896.0000000000,0.0350381194
4895.5000000000,0.0353464829
4895.0000000000,0.0353464829
4894.5000000000,0.0351408864
4894.0000000000,0.0352950760
4893.5000000000,0.0354493123
4893.0000000000,0.0356550335
4892.5000000000,0.0350895003
4892.0000000000,0.0353464829
4891.5000000000,0.0348326475
4891.0000000000,0.0348326475
4890.5000000000,0.0348326475
4890.0000000000,0.0351408864
4889.5000000000,0.0347299426
4889.0000000000,0.0348840077
4888.5000000000,0.0350381194
4888.0000000000,0.0351922778
4887.5000000000,0.0353464829
4887.0000000000,0.0353464829
4886.5000000000,0.0352436743
4886.0000000000,0.0349867436
4885.5000000000,0.0351922778
4885.0000000000,0.0350895003
4884.5000000000,0.0349867436
4884.0000000000,0.0350895003
4883.5000000000,0.0351408864
4883.0000000000,0.0348326475
4882.5000000000,0.0352950760
4882.0000000000,0.0349353730
4881.5000000000,0.0347299426
4881.0000000000,0.0350895003
4880.5000000000,0.0348326475
4880.0000000000,0.0355007348
4879.5000000000,0.0352950760
4879.0000000000,0.0352436743
4878.5000000000,0.0352436743
4878.0000000000,0.0352436743
4877.5000000000,0.0347299426
4877.0000000000,0.0351922778
4876.5000000000,0.0350895003
4876.0000000000,0.0349867436
4875.5000000000,0.0353464829
4875.0000000000,0.0346785980
4874.5000000000,0.0348326475
4874.0000000000,0.0352436743
4873.5000000000,0.0345759243
4873.0000000000,0.0346272585
4872.5000000000,0.0350895003
4872.0000000000,0.0348326475
4871.5000000000,0.0348840077
4871.0000000000,0.0354493123
4870.5000000000,0.0351922778
4870.0000000000,0.0351408864
4869.5000000000,0.0349353730
4869.0000000000,0.0350381194
4868.5000000000,0.0350895003
4868.0000000000,0.0350381194
4867.5000000000,0.0348840077
4867.0000000000,0.0347812924
4866.5000000000,0.0355007348
4866.0000000000,0.0352436743
4865.5000000000,0.0353464829
4865.0000000000,0.0349353730
4864.5000000000,0.0349867436
4864.0000000000,0.0345759243
4863.5000000000,0.0348840077
4863.0000000000,0.0346272585
4862.5000000000,0.0351408864
4862.0000000000,0.0351922778
4861.5000000000,0.0350381194
4861.0000000000,0.0348840077
4860.5000000000,0.0345245952
4860.0000000000,0.0346785980
4859.5000000000,0.0346272585
4859.0000000000,0.0351408864
4858.5000000000,0.0345759243
4858.0000000000,0.0350895003
4857.5000000000,0.0349353730
4857.0000000000,0.0348326475
4856.5000000000,0.0346272585
4856.0000000000,0.0348326475
4855.5000000000,0.0349867436
4855.0000000000,0.0352436743
4854.5000000000,0.0348326475
4854.0000000000,0.0349353730
4853.5000000000,0.0348840077
4853.0000000000,0.0350381194
4852.5000000000,0.0351408864
4852.0000000000,0.0350895003
4851.5000000000,0.0347812924
4851.0000000000,0.0348326475
4850.5000000000,0.0347299426
4850.0000000000,0.0347812924
4849.5000000000,0.0352436743
4849.0000000000,0.0347299426
4848.5000000000,0.0347299426
4848.0000000000,0.0347812924
4847.5000000000,0.0351408864
4847.0000000000,0.0343193306
4846.5000000000,0.0349353730
4846.0000000000,0.0346785980
4845.5000000000,0.0347812924
4845.0000000000,0.0345245952
4844.5000000000,0.0348326475
4844.0000000000,0.0348326475
4843.5000000000,0.0348326475
4843.0000000000,0.0348840077
4842.5000000000,0.0346272585
4842.0000000000,0.0344732712
4841.5000000000,0.0349867436
4841.0000000000,0.0353464829
4840.5000000000,0.0347299426
4840.0000000000,0.0346785980
4839.5000000000,0.0349353730
4839.0000000000,0.0348840077
4838.5000000000,0.0346785980
4838.0000000000,0.0345245952
4837.5000000000,0.0344732712
4837.0000000000,0.0349867436
4836.5000000000,0.0349353730
4836.0000000000,0.0347299426
4835.5000000000,0.0351408864
4835.0000000000,0.0350895003
4834.5000000000,0.0344732712
4834.0000000000,0.0347812924
4833.5000000000,0.0349867436
4833.0000000000,0.0350381194
4832.5000000000,0.0348326475
4832.0000000000,0.0343193306
4831.5000000000,0.0346785980
4831.0000000000,0.0344219525
4830.5000000000,0.0345759243
4830.0000000000,0.0346785980
4829.5000000000,0.0346785980
4829.0000000000,0.0346272585
4828.5000000000,0.0345759243
4828.0000000000,0.0346785980
4827.5000000000,0.0348326475
4827.0000000000,0.0344732712
4826.5000000000,0.0348326475
4826.0000000000,0.0346785980
4825.5000000000,0.0345759243
4825.0000000000,0.0345759243
4824.5000000000,0.0343706389
4824.0000000000,0.0349353730
4823.5000000000,0.0348326475
4823.0000000000,0.0346272585
4822.5000000000,0.0344219525
4822.0000000000,0.0346785980
4821.5000000000,0.0347812924
4821.0000000000,0.0347812924
4820.5000000000,0.0345759243
4820.0000000000,0.0346272585
4819.5000000000,0.0345245952
4819.0000000000,0.0347299426
4818.5000000000,0.0344219525
4818.0000000000,0.0347812924
4817.5000000000,0.0349353730
4817.0000000000,0.0341654364
4816.5000000000,0.0343706389
4816.0000000000,0.0345245952
4815.5000000000,0.0346785980
4815.0000000000,0.0347812924
4814.5000000000,0.0345759243
4814.0000000000,0.0343193306
4813.5000000000,0.0345245952
4813.0000000000,0.0345245952
4812.5000000000,0.0345759243
4812.0000000000,0.0345245952
4811.5000000000,0.0347812924
4811.0000000000,0.0345759243
4810.5000000000,0.0343193306
4810.0000000000,0.0350381194
4809.5000000000,0.0347299426
4809.0000000000,0.0347812924
4808.5000000000,0.0344219525
4808.0000000000,0.0344219525
4807.5000000000,0.0345245952
4807.0000000000,0.0347812924
4806.5000000000,0.0343706389
4806.0000000000,0.0343706389
4805.5000000000,0.0345245952
4805.0000000000,0.0345759243
4804.5000000000,0.0345759243
4804.0000000000,0.0348840077
4803.5000000000,0.0344732712
4803.0000000000,0.0342167293
4802.5000000000,0.0346272585
4802.0000000000,0.0340628662
4801.5000000000,0.0345759243
4801.0000000000,0.0344219525
4800.5000000000,0.0347812924
4800.0000000000,0.0349867436
4799.5000000000,0.0348840077
4799.0000000000,0.0345759243
4798.5000000000,0.0347812924
4798.0000000000,0.0344732712
4797.5000000000,0.0344219525
4797.0000000000,0.0343706389
4796.5000000000,0.0345759243
4796.0000000000,0.0347299426
4795.5000000000,0.0345245952
4795.0000000000,0.0342680273
4794.5000000000,0.0347812924
4794.0000000000,0.0345759243
4793.5000000000,0.0346785980
4793.0000000000,0.0346272585
4792.5000000000,0.0341654364
4792.0000000000,0.0344219525
4791.5000000000,0.0349867436
4791.0000000000,0.0342167293
4790.5000000000,0.0344219525
4790.0000000000,0.0343706389
4789.5000000000,0.0345759243
4789.0000000000,0.0346785980
4788.5000000000,0.0344219525
4788.0000000000,0.0344219525
4787.5000000000,0.0343706389
4787.0000000000,0.0343193306
4786.5000000000,0.0344219525
4786.0000000000,0.0344732712
4785.5000000000,0.0341141488
4785.0000000000,0.0348840077
4784.5000000000,0.0344219525
4784.0000000000,0.0344732712
4783.5000000000,0.0341141488
4783.0000000000,0.0340115889
4782.5000000000,0.0343706389
4782.0000000000,0.0344219525
4781.5000000000,0.0343193306
4781.0000000000,0.0345759243
4780.5000000000,0.0341654364
4780.0000000000,0.0344219525
4779.5000000000,0.0342167293
4779.0000000000,0.0340628662
4778.5000000000,0.0343193306
4778.0000000000,0.0341141488
4777.5000000000,0.0343193306
4777.0000000000,0.0345245952
4776.5000000000,0.0349353730
4776.0000000000,0.0345245952
4775.5000000000,0.0344219525
4775.0000000000,0.0342680273
4774.5000000000,0.0344219525
4774.0000000000,0.0343193306
4773.5000000000,0.0344219525
4773.0000000000,0.0344732712
4772.5000000000,0.0341141488
4772.0000000000,0.0339603167
4771.5000000000,0.0344732712
4771.0000000000,0.0344732712
4770.5000000000,0.0341141488
4770.0000000000,0.0341141488
4769.5000000000,0.0343193306
4769.0000000000,0.0345245952
4768.5000000000,0.0345759243
4768.0000000000,0.0343193306
4767.5000000000,0.0343706389
4767.0000000000,0.0341654364
4766.5000000000,0.0340115889
4766.0000000000,0.0344219525
4765.5000000000,0.0343193306
4765.0000000000,0.0340115889
4764.5000000000,0.0345759243
4764.0000000000,0.0341141488
4763.5000000000,0.0343706389
4763.0000000000,0.0342167293
4762.5000000000,0.0344732712
4762.0000000000,0.0347812924
4761.5000000000,0.0340628662
4761.0000000000,0.0340115889
4760.5000000000,0.0341141488
4760.0000000000,0.0344219525
4759.5000000000,0.0341654364
4759.0000000000,0.0341141488
4758.5000000000,0.0343706389
4758.0000000000,0.0341141488
4757.5000000000,0.0339603167
4757.0000000000,0.0340628662
4756.5000000000,0.0344732712
4756.0000000000,0.0347299426
4755.5000000000,0.0344219525
4755.0000000000,0.0342167293
4754.5000000000,0.0345245952
4754.0000000000,0.0346272585
4753.5000000000,0.0341141488
4753.0000000000,0.0341654364
4752.5000000000,0.0350381194
4752.0000000000,0.0345245952
4751.5000000000,0.0338065312
4751.0000000000,0.0343193306
4750.5000000000,0.0343193306
4750.0000000000,0.0342680273
4749.5000000000,0.0345245952
4749.0000000000,0.0336527921
4748.5000000000,0.0346785980
4748.0000000000,0.0346785980
4747.5000000000,0.0339603167
4747.0000000000,0.0340115889
4746.5000000000,0.0339090497
4746.0000000000,0.0346272585
4745.5000000000,0.0343193306
4745.0000000000,0.0345245952
4744.5000000000,0.0339090497
4744.0000000000,0.0341654364
4743.5000000000,0.0348326475
4743.0000000000,0.0345245952
4742.5000000000,0.0343706389
4742.0000000000,0.0345759243
4741.5000000000,0.0343706389
4741.0000000000,0.0346272585
4740.5000000000,0.0340115889
4740.0000000000,0.0342680273
4739.5000000000,0.0345245952
4739.0000000000,0.0348326475
4738.5000000000,0.0340115889
4738.0000000000,0.0344219525
4737.5000000000,0.0341654364
4737.0000000000,0.0346785980
4736.5000000000,0.0346785980
4736.0000000000,0.0339603167
4735.5000000000,0.0340115889
4735.0000000000,0.0342680273
4734.5000000000,0.0346272585
4734.0000000000,0.0346785980
4733.5000000000,0.0343706389
4733.0000000000,0.0343193306
4732.5000000000,0.0341654364
4732.0000000000,0.0345759243
4731.5000000000,0.0344219525
4731.0000000000,0.0343193306
4730.5000000000,0.0340628662
4730.0000000000,0.0338065312
4729.5000000000,0.0341141488
4729.0000000000,0.0343706389
4728.5000000000,0.0340628662
4728.0000000000,0.0340115889
4727.5000000000,0.0338065312
4727.0000000000,0.0343193306
4726.5000000000,0.0343193306
4726.0000000000,0.0342680273
4725.5000000000,0.0334990995
4725.0000000000,0.0339090497
4724.5000000000,0.0343193306
4724.0000000000,0.0343193306
4723.5000000000,0.0344732712
4723.0000000000,0.0337552796
4722.5000000000,0.0341141488
4722.0000000000,0.0343706389
4721.5000000000,0.0344732712
4721.0000000000,0.0346785980
4720.5000000000,0.0345759243
4720.0000000000,0.0345245952
4719.5000000000,0.0338065312
4719.0000000000,0.0343193306
4718.5000000000,0.0345759243
4718.0000000000,0.0340628662
4717.5000000000,0.0338065312
4717.0000000000,0.0336015561
4716.5000000000,0.0341141488
4716.0000000000,0.0342167293
4715.5000000000,0.0342680273
4715.0000000000,0.0343193306
4714.5000000000,0.0341141488
4714.0000000000,0.0338577878
4713.5000000000,0.0342167293
4713.0000000000,0.0341654364
4712.5000000000,0.0341654364
4712.0000000000,0.0339603167
4711.5000000000,0.0339603167
4711.0000000000,0.0338577878
4710.5000000000,0.0342167293
4710.0000000000,0.0343193306
4709.5000000000,0.0345759243
4709.0000000000,0.0341654364
4708.5000000000,0.0337040333
4708.0000000000,0.0340115889
4707.5000000000,0.0340628662
4707.0000000000,0.0344732712
4706.5000000000,0.0345245952
4706.0000000000,0.0342680273
4705.5000000000,0.0337552796
4705.0000000000,0.0337040333
4704.5000000000,0.0339603167
4704.0000000000,0.0343706389
4703.5000000000,0.0341141488
4703.0000000000,0.0339090497
4702.5000000000,0.0336015561
4702.0000000000,0.0338577878
4701.5000000000,0.0342167293
4701.0000000000,0.0339603167
4700.5000000000,0.0341654364
4700.0000000000,0.0341654364
4699.5000000000,0.0341141488
4699.0000000000,0.0342167293
4698.5000000000,0.0341141488
4698.0000000000,0.0339603167
4697.5000000000,0.0338065312
4697.0000000000,0.0337040333
4696.5000000000,0.0339603167
4696.0000000000,0.0342680273
4695.5000000000,0.0338065312
4695.0000000000,0.0338577878
4694.5000000000,0.0339090497
4694.0000000000,0.0337552796
4693.5000000000,0.0339090497
4693.0000000000,0.0342167293
4692.5000000000,0.0342167293
4692.0000000000,0.0343706389
4691.5000000000,0.0340628662
4691.0000000000,0.0337040333
4690.5000000000,0.0337040333
4690.0000000000,0.0339090497
4689.5000000000,0.0348326475
4689.0000000000,0.0342680273
4688.5000000000,0.0340628662
4688.0000000000,0.0340115889
4687.5000000000,0.0339603167
4687.0000000000,0.0339603167
4686.5000000000,0.0341654364
4686.0000000000,0.0342680273
4685.5000000000,0.0337040333
4685.0000000000,0.0337552796
4684.5000000000,0.0339090497
4684.0000000000,0.0338065312
4683.5000000000,0.0339090497
4683.0000000000,0.0344219525
4682.5000000000,0.0340628662
4682.0000000000,0.0337040333
4681.5000000000,0.0338065312
4681.0000000000,0.0338065312
4680.5000000000,0.0336015561
4680.0000000000,0.0343706389
4679.5000000000,0.0340115889
4679.0000000000,0.0342680273
4678.5000000000,0.0341654364
4678.0000000000,0.0338577878
4677.5000000000,0.0336015561
4677.0000000000,0.0336015561
4676.5000000000,0.0342167293
4676.0000000000,0.0341654364
4675.5000000000,0.0339090497
4675.0000000000,0.0337040333
4674.5000000000,0.0336527921
4674.0000000000,0.0339603167
4673.5000000000,0.0340628662
4673.0000000000,0.0340115889
4672.5000000000,0.0344219525
4672.0000000000,0.0343193306
4671.5000000000,0.0337040333
4671.0000000000,0.0336527921
4670.5000000000,0.0340628662
4670.0000000000,0.0337040333
4669.5000000000,0.0338577878
4669.0000000000,0.0343193306
4668.5000000000,0.0340628662
4668.0000000000,0.0337040333
4667.5000000000,0.0336527921
4667.0000000000,0.0338065312
4666.5000000000,0.0338065312
4666.0000000000,0.0338577878
4665.5000000000,0.0342680273
4665.0000000000,0.0338065312
4664.5000000000,0.0338577878
4664.0000000000,0.0340115889
4663.5000000000,0.0340115889
4663.0000000000,0.0337552796
4662.5000000000,0.0338065312
4662.0000000000,0.0337552796
4661.5000000000,0.0341141488
4661.0000000000,0.0341141488
4660.5000000000,0.0339603167
4660.0000000000,0.0334478789
4659.5000000000,0.0336527921
4659.0000000000,0.0338065312
4658.5000000000,0.0342167293
4658.0000000000,0.0341654364
4657.5000000000,0.0339090497
4657.0000000000,0.0338065312
4656.5000000000,0.0338577878
4656.0000000000,0.0334478789
4655.5000000000,0.0334478789
4655.0000000000,0.0342680273
4654.5000000000,0.0342167293
4654.0000000000,0.0339603167
4653.5000000000,0.0337040333
4653.0000000000,0.0335503252
4652.5000000000,0.0335503252
4652.0000000000,0.0336527921
4651.5000000000,0.0334478789
4651.0000000000,0.0342680273
4650.5000000000,0.0339603167
4650.0000000000,0.0336527921
4649.5000000000,0.0336527921
4649.0000000000,0.0332942482
4648.5000000000,0.0333454533
4648.0000000000,0.0333966635
4647.5000000000,0.0337040333
4647.0000000000,0.0342680273
4646.5000000000,0.0341654364
4646.0000000000,0.0340628662
4645.5000000000,0.0337552796
4645.0000000000,0.0338577878
4644.5000000000,0.0332942482
4644.0000000000,0.0336015561
4643.5000000000,0.0334990995
4643.0000000000,0.0341141488
4642.5000000000,0.0336015561
4642.0000000000,0.0335503252
4641.5000000000,0.0331406639
4641.0000000000,0.0336527921
4640.5000000000,0.0338577878
4640.0000000000,0.0333966635
4639.5000000000,0.0339090497
4639.0000000000,0.0341654364
4638.5000000000,0.0337552796
4638.0000000000,0.0336527921
4637.5000000000,0.0331918535
4637.0000000000,0.0338577878
4636.5000000000,0.0336015561
4636.0000000000,0.0338065312
4635.5000000000,0.0335503252
4635.0000000000,0.0339603167
4634.5000000000,0.0334990995
4634.0000000000,0.0332430483
4633.5000000000,0.0337552796
4633.0000000000,0.0334478789
4632.5000000000,0.0333966635
4632.0000000000,0.0334478789
4631.5000000000,0.0334990995
4631.0000000000,0.0338065312
4630.5000000000,0.0337040333
4630.0000000000,0.0339603167
4629.5000000000,0.0336527921
4629.0000000000,0.0335503252
4628.5000000000,0.0333966635
4628.0000000000,0.0331406639
